LOCATION,TIME,CCI
OECD,2008-12,96.77016
OECD,2009-01,96.7039
OECD,2009-02,96.71537
OECD,2009-03,96.96117
OECD,2009-04,97.44707
OECD,2009-05,97.9312
OECD,2009-06,98.29217
OECD,2009-07,98.52478
OECD,2009-08,98.73898
OECD,2009-09,98.9642
OECD,2009-10,99.06335
OECD,2009-11,99.09332
OECD,2009-12,99.1617
OECD,2010-01,99.23739
OECD,2010-02,99.25607
OECD,2010-03,99.26062
OECD,2010-04,99.24883
OECD,2010-05,99.20448
OECD,2010-06,99.15626
OECD,2010-07,99.10433
OECD,2010-08,99.1206
OECD,2010-09,99.14477
OECD,2010-10,99.18876
OECD,2010-11,99.27261
OECD,2010-12,99.30904
OECD,2011-01,99.27017
OECD,2011-02,99.1599
OECD,2011-03,98.92869
OECD,2011-04,98.79563
OECD,2011-05,98.7874
OECD,2011-06,98.69659
OECD,2011-07,98.44305
OECD,2011-08,98.13927
OECD,2011-09,98.01848
OECD,2011-10,98.03896
OECD,2011-11,98.18469
OECD,2011-12,98.37943
OECD,2012-01,98.59568
OECD,2012-02,98.75391
OECD,2012-03,98.83225
OECD,2012-04,98.83693
OECD,2012-05,98.80506
OECD,2012-06,98.70222
OECD,2012-07,98.63507
OECD,2012-08,98.62212
OECD,2012-09,98.6633
OECD,2012-10,98.7283
OECD,2012-11,98.73952
OECD,2012-12,98.69035
OECD,2013-01,98.76794
OECD,2013-02,98.89589
OECD,2013-03,99.01604
OECD,2013-04,99.1291
OECD,2013-05,99.282
OECD,2013-06,99.4151
OECD,2013-07,99.51945
OECD,2013-08,99.52956
OECD,2013-09,99.47154
OECD,2013-10,99.39301
OECD,2013-11,99.41893
OECD,2013-12,99.50521
OECD,2014-01,99.56406
OECD,2014-02,99.61658
OECD,2014-03,99.71342
OECD,2014-04,99.83037
OECD,2014-05,99.88539
OECD,2014-06,99.89548
OECD,2014-07,99.86429
OECD,2014-08,99.84016
OECD,2014-09,99.85101
OECD,2014-10,99.90665
OECD,2014-11,100.0198
OECD,2014-12,100.2194
OECD,2015-01,100.4387
OECD,2015-02,100.5823
OECD,2015-03,100.6482
OECD,2015-04,100.6496
OECD,2015-05,100.5798
OECD,2015-06,100.5225
OECD,2015-07,100.4042
OECD,2015-08,100.306
OECD,2015-09,100.2734
OECD,2015-10,100.3834
OECD,2015-11,100.5274
OECD,2015-12,100.5767
OECD,2016-01,100.5079
OECD,2016-02,100.3966
OECD,2016-03,100.3345
OECD,2016-04,100.342
OECD,2016-05,100.3966
OECD,2016-06,100.3839
OECD,2016-07,100.3028
OECD,2016-08,100.2865
OECD,2016-09,100.324
OECD,2016-10,100.3649
OECD,2016-11,100.4442
OECD,2016-12,100.5083
OECD,2017-01,100.5094
OECD,2017-02,100.5368
OECD,2017-03,100.6442
OECD,2017-04,100.7602
OECD,2017-05,100.8376
OECD,2017-06,100.8643
OECD,2017-07,100.8937
OECD,2017-08,100.9524
OECD,2017-09,101.0229
OECD,2017-10,101.1104
OECD,2017-11,101.1376
OECD,2017-12,101.1321
OECD,2018-01,101.1354
OECD,2018-02,101.156
OECD,2018-03,101.1712
OECD,2018-04,101.1597
OECD,2018-05,101.1524
OECD,2018-06,101.1634
OECD,2018-07,101.1741
OECD,2018-08,101.1118
OECD,2018-09,101.0264
OECD,2018-10,100.923
OECD,2018-11,100.8111
OECD,2018-12,100.7313
OECD,2019-01,100.7063
OECD,2019-02,100.783
OECD,2019-03,100.8776
OECD,2019-04,100.8985
OECD,2019-05,100.8688
OECD,2019-06,100.7711
OECD,2019-07,100.6314
OECD,2019-08,100.4643
OECD,2019-09,100.431
OECD,2019-10,100.4962
OECD,2019-11,100.6381
OECD,2019-12,100.7464
OECD,2020-01,100.6826
OECD,2020-02,100.1868
OECD,2020-03,99.10938
OECD,2020-04,97.9528
OECD,2020-05,97.59284
OECD,2020-06,97.80341
OECD,2020-07,98.08163
OECD,2020-08,98.33209
OECD,2020-09,98.54448
OECD,2020-10,98.61752
OECD,2020-11,98.62439
OECD,2020-12,98.74792
OECD,2021-01,98.90364
OECD,2021-02,99.20237
OECD,2021-03,99.64325
OECD,2021-04,99.98928
OECD,2021-05,100.2453
OECD,2021-06,100.3997
OECD,2021-07,100.2874
OECD,2021-08,100.0248
OECD,2021-09,99.83708
OECD,2021-10,99.63086
OECD,2021-11,99.38901
OECD,2021-12,99.15061
OECD,2022-01,98.82468
OECD,2022-02,98.36519
OECD,2022-03,97.82266
OECD,2022-04,97.42762
OECD,2022-05,97.04895
OECD,2022-06,96.66914
OECD,2022-07,96.4656
OECD,2022-08,96.46474
OECD,2022-09,96.46326
USA,1960-01,101.6471
USA,1960-02,101.3784
USA,1960-03,101.1461
USA,1960-04,101.0181
USA,1960-05,101.0504
USA,1960-06,101.1419
USA,1960-07,101.1613
USA,1960-08,101.015
USA,1960-09,100.7884
USA,1960-10,100.6001
USA,1960-11,100.5391
USA,1960-12,100.5611
USA,1961-01,100.6118
USA,1961-02,100.6657
USA,1961-03,100.7375
USA,1961-04,100.8646
USA,1961-05,101.0719
USA,1961-06,101.2824
USA,1961-07,101.3834
USA,1961-08,101.2912
USA,1961-09,101.1239
USA,1961-10,101.04
USA,1961-11,101.1516
USA,1961-12,101.3546
USA,1962-01,101.4995
USA,1962-02,101.4711
USA,1962-03,101.3259
USA,1962-04,101.1367
USA,1962-05,100.9531
USA,1962-06,100.8067
USA,1962-07,100.7388
USA,1962-08,100.7912
USA,1962-09,100.9188
USA,1962-10,101.076
USA,1962-11,101.2287
USA,1962-12,101.336
USA,1963-01,101.3371
USA,1963-02,101.1828
USA,1963-03,100.9743
USA,1963-04,100.8427
USA,1963-05,100.8827
USA,1963-06,101.0108
USA,1963-07,101.1168
USA,1963-08,101.1289
USA,1963-09,101.0996
USA,1963-10,101.1124
USA,1963-11,101.2284
USA,1963-12,101.392
USA,1964-01,101.524
USA,1964-02,101.5662
USA,1964-03,101.5591
USA,1964-04,101.5579
USA,1964-05,101.5993
USA,1964-06,101.6618
USA,1964-07,101.7095
USA,1964-08,101.7167
USA,1964-09,101.7053
USA,1964-10,101.7092
USA,1964-11,101.7575
USA,1964-12,101.8411
USA,1965-01,101.9512
USA,1965-02,102.0811
USA,1965-03,102.2023
USA,1965-04,102.274
USA,1965-05,102.2609
USA,1965-06,102.2012
USA,1965-07,102.1372
USA,1965-08,102.0935
USA,1965-09,102.0589
USA,1965-10,102.0097
USA,1965-11,101.9238
USA,1965-12,101.8095
USA,1966-01,101.6723
USA,1966-02,101.511
USA,1966-03,101.3356
USA,1966-04,101.1528
USA,1966-05,100.9654
USA,1966-06,100.7786
USA,1966-07,100.6034
USA,1966-08,100.4587
USA,1966-09,100.3629
USA,1966-10,100.3592
USA,1966-11,100.4928
USA,1966-12,100.6959
USA,1967-01,100.8916
USA,1967-02,101.0285
USA,1967-03,101.1221
USA,1967-04,101.1923
USA,1967-05,101.2428
USA,1967-06,101.2652
USA,1967-07,101.2332
USA,1967-08,101.1255
USA,1967-09,101.0027
USA,1967-10,100.947
USA,1967-11,101.0172
USA,1967-12,101.1363
USA,1968-01,101.1977
USA,1968-02,101.122
USA,1968-03,100.9721
USA,1968-04,100.8315
USA,1968-05,100.7587
USA,1968-06,100.7301
USA,1968-07,100.7139
USA,1968-08,100.6976
USA,1968-09,100.7051
USA,1968-10,100.7839
USA,1968-11,100.9689
USA,1968-12,101.1754
USA,1969-01,101.2795
USA,1969-02,101.1786
USA,1969-03,100.953
USA,1969-04,100.6923
USA,1969-05,100.4472
USA,1969-06,100.2153
USA,1969-07,99.97762
USA,1969-08,99.72121
USA,1969-09,99.46842
USA,1969-10,99.25864
USA,1969-11,99.12678
USA,1969-12,99.03862
USA,1970-01,98.95715
USA,1970-02,98.8652
USA,1970-03,98.78139
USA,1970-04,98.74147
USA,1970-05,98.77156
USA,1970-06,98.8175
USA,1970-07,98.80488
USA,1970-08,98.68316
USA,1970-09,98.52843
USA,1970-10,98.45214
USA,1970-11,98.54287
USA,1970-12,98.72964
USA,1971-01,98.92463
USA,1971-02,99.06988
USA,1971-03,99.17571
USA,1971-04,99.26152
USA,1971-05,99.33593
USA,1971-06,99.39697
USA,1971-07,99.43554
USA,1971-08,99.45212
USA,1971-09,99.49607
USA,1971-10,99.64494
USA,1971-11,99.95639
USA,1971-12,100.3153
USA,1972-01,100.5645
USA,1972-02,100.5884
USA,1972-03,100.5059
USA,1972-04,100.4747
USA,1972-05,100.6015
USA,1972-06,100.8014
USA,1972-07,100.9415
USA,1972-08,100.911
USA,1972-09,100.7517
USA,1972-10,100.504
USA,1972-11,100.1819
USA,1972-12,99.83644
USA,1973-01,99.51756
USA,1973-02,99.2589
USA,1973-03,99.03635
USA,1973-04,98.8261
USA,1973-05,98.62637
USA,1973-06,98.46712
USA,1973-07,98.40491
USA,1973-08,98.47739
USA,1973-09,98.56075
USA,1973-10,98.48154
USA,1973-11,98.11758
USA,1973-12,97.66152
USA,1974-01,97.3827
USA,1974-02,97.48116
USA,1974-03,97.76447
USA,1974-04,97.97105
USA,1974-05,97.90874
USA,1974-06,97.67004
USA,1974-07,97.3791
USA,1974-08,97.115
USA,1974-09,96.88741
USA,1974-10,96.69994
USA,1974-11,96.57708
USA,1974-12,96.55099
USA,1975-01,96.70653
USA,1975-02,97.12951
USA,1975-03,97.67339
USA,1975-04,98.15878
USA,1975-05,98.45211
USA,1975-06,98.60275
USA,1975-07,98.66847
USA,1975-08,98.68356
USA,1975-09,98.71188
USA,1975-10,98.82771
USA,1975-11,99.08329
USA,1975-12,99.38892
USA,1976-01,99.62595
USA,1976-02,99.70981
USA,1976-03,99.72153
USA,1976-04,99.77065
USA,1976-05,99.93029
USA,1976-06,100.1347
USA,1976-07,100.2819
USA,1976-08,100.2912
USA,1976-09,100.218
USA,1976-10,100.1344
USA,1976-11,100.0915
USA,1976-12,100.0923
USA,1977-01,100.1388
USA,1977-02,100.2355
USA,1977-03,100.3468
USA,1977-04,100.4273
USA,1977-05,100.4378
USA,1977-06,100.391
USA,1977-07,100.2924
USA,1977-08,100.1379
USA,1977-09,99.96326
USA,1977-10,99.80994
USA,1977-11,99.71166
USA,1977-12,99.65914
USA,1978-01,99.62473
USA,1978-02,99.54115
USA,1978-03,99.39741
USA,1978-04,99.3961
USA,1978-05,99.42131
USA,1978-06,99.384
USA,1978-07,99.35651
USA,1978-08,99.25356
USA,1978-09,99.15466
USA,1978-10,98.91549
USA,1978-11,98.51264
USA,1978-12,98.14759
USA,1979-01,98.12119
USA,1979-02,98.10522
USA,1979-03,97.90603
USA,1979-04,97.70162
USA,1979-05,97.56508
USA,1979-06,97.3741
USA,1979-07,97.20558
USA,1979-08,97.24396
USA,1979-09,97.28627
USA,1979-10,97.20753
USA,1979-11,97.18872
USA,1979-12,97.23035
USA,1980-01,97.31868
USA,1980-02,97.10155
USA,1980-03,96.53722
USA,1980-04,96.09919
USA,1980-05,96.06277
USA,1980-06,96.47615
USA,1980-07,97.07402
USA,1980-08,97.72421
USA,1980-09,98.27214
USA,1980-10,98.50504
USA,1980-11,98.39028
USA,1980-12,98.00222
USA,1981-01,97.84586
USA,1981-02,97.74593
USA,1981-03,97.85099
USA,1981-04,98.18051
USA,1981-05,98.47062
USA,1981-06,98.56952
USA,1981-07,98.62657
USA,1981-08,98.60022
USA,1981-09,98.32379
USA,1981-10,97.91273
USA,1981-11,97.5373
USA,1981-12,97.48957
USA,1982-01,97.60052
USA,1982-02,97.50893
USA,1982-03,97.37359
USA,1982-04,97.41206
USA,1982-05,97.48306
USA,1982-06,97.47807
USA,1982-07,97.49605
USA,1982-08,97.62727
USA,1982-09,97.89848
USA,1982-10,98.14163
USA,1982-11,98.20195
USA,1982-12,98.19845
USA,1983-01,98.30392
USA,1983-02,98.72385
USA,1983-03,99.40668
USA,1983-04,100.1399
USA,1983-05,100.629
USA,1983-06,100.784
USA,1983-07,100.7464
USA,1983-08,100.5992
USA,1983-09,100.478
USA,1983-10,100.4851
USA,1983-11,100.6871
USA,1983-12,101.0349
USA,1984-01,101.3824
USA,1984-02,101.5198
USA,1984-03,101.5507
USA,1984-04,101.4234
USA,1984-05,101.3418
USA,1984-06,101.2912
USA,1984-07,101.3652
USA,1984-08,101.4971
USA,1984-09,101.5206
USA,1984-10,101.346
USA,1984-11,101.1569
USA,1984-12,101.0201
USA,1985-01,101.0011
USA,1985-02,100.9564
USA,1985-03,100.9341
USA,1985-04,100.9352
USA,1985-05,100.9363
USA,1985-06,100.999
USA,1985-07,100.9249
USA,1985-08,100.7703
USA,1985-09,100.6133
USA,1985-10,100.5113
USA,1985-11,100.6217
USA,1985-12,100.849
USA,1986-01,101.0417
USA,1986-02,101.1335
USA,1986-03,101.1596
USA,1986-04,101.2015
USA,1986-05,101.2631
USA,1986-06,101.3632
USA,1986-07,101.3026
USA,1986-08,101.1165
USA,1986-09,100.9388
USA,1986-10,100.844
USA,1986-11,100.6561
USA,1986-12,100.4984
USA,1987-01,100.465
USA,1987-02,100.4963
USA,1987-03,100.5718
USA,1987-04,100.6544
USA,1987-05,100.6885
USA,1987-06,100.7633
USA,1987-07,100.8696
USA,1987-08,100.8745
USA,1987-09,100.6848
USA,1987-10,100.3289
USA,1987-11,100.0475
USA,1987-12,100.1213
USA,1988-01,100.3911
USA,1988-02,100.6378
USA,1988-03,100.8051
USA,1988-04,100.85
USA,1988-05,100.945
USA,1988-06,101.015
USA,1988-07,101.0847
USA,1988-08,101.1965
USA,1988-09,101.1808
USA,1988-10,101.0357
USA,1988-11,100.9307
USA,1988-12,100.9582
USA,1989-01,101.1036
USA,1989-02,101.0828
USA,1989-03,100.9334
USA,1989-04,100.7291
USA,1989-05,100.5935
USA,1989-06,100.5602
USA,1989-07,100.6109
USA,1989-08,100.6953
USA,1989-09,100.8534
USA,1989-10,100.8356
USA,1989-11,100.7065
USA,1989-12,100.6294
USA,1990-01,100.6266
USA,1990-02,100.6078
USA,1990-03,100.6796
USA,1990-04,100.7341
USA,1990-05,100.5991
USA,1990-06,100.3021
USA,1990-07,99.80036
USA,1990-08,98.99537
USA,1990-09,98.22202
USA,1990-10,97.60393
USA,1990-11,97.38443
USA,1990-12,97.45116
USA,1991-01,97.81354
USA,1991-02,98.47462
USA,1991-03,99.22849
USA,1991-04,99.44141
USA,1991-05,99.42368
USA,1991-06,99.49165
USA,1991-07,99.55557
USA,1991-08,99.51839
USA,1991-09,99.31017
USA,1991-10,98.81473
USA,1991-11,98.20068
USA,1991-12,97.83938
USA,1992-01,97.78868
USA,1992-02,98.04357
USA,1992-03,98.50089
USA,1992-04,98.86419
USA,1992-05,99.07103
USA,1992-06,99.07713
USA,1992-07,98.89525
USA,1992-08,98.73658
USA,1992-09,98.72567
USA,1992-10,98.99768
USA,1992-11,99.64786
USA,1992-12,100.1769
USA,1993-01,100.3154
USA,1993-02,100.1946
USA,1993-03,99.99967
USA,1993-04,99.75841
USA,1993-05,99.45022
USA,1993-06,99.21055
USA,1993-07,98.98788
USA,1993-08,98.93079
USA,1993-09,99.05779
USA,1993-10,99.3512
USA,1993-11,99.70393
USA,1993-12,100.2158
USA,1994-01,100.6566
USA,1994-02,100.814
USA,1994-03,100.8027
USA,1994-04,100.7716
USA,1994-05,100.7063
USA,1994-06,100.595
USA,1994-07,100.5191
USA,1994-08,100.5672
USA,1994-09,100.6412
USA,1994-10,100.7397
USA,1994-11,100.8593
USA,1994-12,101.044
USA,1995-01,101.13
USA,1995-02,100.9909
USA,1995-03,100.7594
USA,1995-04,100.6591
USA,1995-05,100.6458
USA,1995-06,100.7788
USA,1995-07,100.9016
USA,1995-08,100.8661
USA,1995-09,100.618
USA,1995-10,100.454
USA,1995-11,100.3726
USA,1995-12,100.3978
USA,1996-01,100.4148
USA,1996-02,100.4892
USA,1996-03,100.6408
USA,1996-04,100.6707
USA,1996-05,100.6492
USA,1996-06,100.7622
USA,1996-07,100.9282
USA,1996-08,101.0533
USA,1996-09,101.1477
USA,1996-10,101.275
USA,1996-11,101.3831
USA,1996-12,101.399
USA,1997-01,101.4518
USA,1997-02,101.5745
USA,1997-03,101.7127
USA,1997-04,101.8842
USA,1997-05,102.0779
USA,1997-06,102.2544
USA,1997-07,102.3732
USA,1997-08,102.376
USA,1997-09,102.3873
USA,1997-10,102.3801
USA,1997-11,102.361
USA,1997-12,102.3281
USA,1998-01,102.4869
USA,1998-02,102.6568
USA,1998-03,102.6646
USA,1998-04,102.6423
USA,1998-05,102.5393
USA,1998-06,102.4154
USA,1998-07,102.2737
USA,1998-08,102.0736
USA,1998-09,101.8232
USA,1998-10,101.6817
USA,1998-11,101.7789
USA,1998-12,101.9276
USA,1999-01,102.1769
USA,1999-02,102.3935
USA,1999-03,102.4302
USA,1999-04,102.4252
USA,1999-05,102.4705
USA,1999-06,102.4821
USA,1999-07,102.4243
USA,1999-08,102.3603
USA,1999-09,102.3496
USA,1999-10,102.3282
USA,1999-11,102.4508
USA,1999-12,102.621
USA,2000-01,102.8598
USA,2000-02,102.9146
USA,2000-03,102.8308
USA,2000-04,102.8116
USA,2000-05,102.7854
USA,2000-06,102.6831
USA,2000-07,102.6484
USA,2000-08,102.6123
USA,2000-09,102.5607
USA,2000-10,102.4479
USA,2000-11,102.1865
USA,2000-12,101.638
USA,2001-01,101.0944
USA,2001-02,100.6971
USA,2001-03,100.5256
USA,2001-04,100.4912
USA,2001-05,100.6189
USA,2001-06,100.7011
USA,2001-07,100.6117
USA,2001-08,100.2983
USA,2001-09,99.8468
USA,2001-10,99.68401
USA,2001-11,99.83755
USA,2001-12,100.2091
USA,2002-01,100.5684
USA,2002-02,100.7837
USA,2002-03,100.9783
USA,2002-04,101.0331
USA,2002-05,101.0061
USA,2002-06,100.7455
USA,2002-07,100.3966
USA,2002-08,100.1091
USA,2002-09,99.85764
USA,2002-10,99.66776
USA,2002-11,99.6834
USA,2002-12,99.68077
USA,2003-01,99.49509
USA,2003-02,99.33039
USA,2003-03,99.41691
USA,2003-04,99.86855
USA,2003-05,100.3138
USA,2003-06,100.4763
USA,2003-07,100.4787
USA,2003-08,100.3856
USA,2003-09,100.3488
USA,2003-10,100.5031
USA,2003-11,100.8073
USA,2003-12,101.1228
USA,2004-01,101.4136
USA,2004-02,101.2953
USA,2004-03,101.1207
USA,2004-04,100.9425
USA,2004-05,100.8609
USA,2004-06,101.0045
USA,2004-07,101.1205
USA,2004-08,101.0948
USA,2004-09,100.971
USA,2004-10,100.8781
USA,2004-11,100.945
USA,2004-12,101.0863
USA,2005-01,101.071
USA,2005-02,100.9089
USA,2005-03,100.67
USA,2005-04,100.4738
USA,2005-05,100.5446
USA,2005-06,100.805
USA,2005-07,100.7077
USA,2005-08,100.092
USA,2005-09,99.34371
USA,2005-10,99.10086
USA,2005-11,99.50333
USA,2005-12,100.1039
USA,2006-01,100.3748
USA,2006-02,100.3242
USA,2006-03,100.1874
USA,2006-04,99.92552
USA,2006-05,99.632
USA,2006-06,99.61038
USA,2006-07,99.64802
USA,2006-08,99.7503
USA,2006-09,100.0784
USA,2006-10,100.5155
USA,2006-11,100.7559
USA,2006-12,100.8761
USA,2007-01,100.9094
USA,2007-02,100.6772
USA,2007-03,100.3943
USA,2007-04,100.2132
USA,2007-05,100.1504
USA,2007-06,100.1081
USA,2007-07,100.0841
USA,2007-08,99.84557
USA,2007-09,99.58009
USA,2007-10,99.27362
USA,2007-11,98.97621
USA,2007-12,98.80122
USA,2008-01,98.63303
USA,2008-02,98.22823
USA,2008-03,97.7402
USA,2008-04,97.19009
USA,2008-05,96.79513
USA,2008-06,96.67092
USA,2008-07,96.88242
USA,2008-08,97.15038
USA,2008-09,97.22958
USA,2008-10,96.86205
USA,2008-11,96.59484
USA,2008-12,96.58707
USA,2009-01,96.59457
USA,2009-02,96.56746
USA,2009-03,96.77773
USA,2009-04,97.24435
USA,2009-05,97.64585
USA,2009-06,97.81208
USA,2009-07,97.765
USA,2009-08,97.81049
USA,2009-09,97.99567
USA,2009-10,98.02654
USA,2009-11,98.04115
USA,2009-12,98.22246
USA,2010-01,98.39052
USA,2010-02,98.44781
USA,2010-03,98.44459
USA,2010-04,98.42336
USA,2010-05,98.42204
USA,2010-06,98.32322
USA,2010-07,98.02749
USA,2010-08,97.84713
USA,2010-09,97.79431
USA,2010-10,97.89665
USA,2010-11,98.16397
USA,2010-12,98.42456
USA,2011-01,98.53705
USA,2011-02,98.48608
USA,2011-03,98.23303
USA,2011-04,98.17236
USA,2011-05,98.15604
USA,2011-06,97.83686
USA,2011-07,97.23755
USA,2011-08,96.72601
USA,2011-09,96.65622
USA,2011-10,96.89687
USA,2011-11,97.35576
USA,2011-12,97.92338
USA,2012-01,98.40728
USA,2012-02,98.67706
USA,2012-03,98.80706
USA,2012-04,98.8435
USA,2012-05,98.78497
USA,2012-06,98.57067
USA,2012-07,98.49516
USA,2012-08,98.67322
USA,2012-09,99.00475
USA,2012-10,99.24251
USA,2012-11,99.15195
USA,2012-12,98.8019
USA,2013-01,98.66731
USA,2013-02,98.77527
USA,2013-03,98.95014
USA,2013-04,99.17252
USA,2013-05,99.52722
USA,2013-06,99.7106
USA,2013-07,99.67108
USA,2013-08,99.3766
USA,2013-09,98.97702
USA,2013-10,98.73
USA,2013-11,98.83536
USA,2013-12,99.15383
USA,2014-01,99.33512
USA,2014-02,99.40863
USA,2014-03,99.44245
USA,2014-04,99.51904
USA,2014-05,99.50475
USA,2014-06,99.47705
USA,2014-07,99.46846
USA,2014-08,99.56802
USA,2014-09,99.78236
USA,2014-10,100.0837
USA,2014-11,100.4535
USA,2014-12,100.8634
USA,2015-01,101.1397
USA,2015-02,101.1421
USA,2015-03,101.0412
USA,2015-04,100.9839
USA,2015-05,100.8999
USA,2015-06,100.9147
USA,2015-07,100.7948
USA,2015-08,100.5967
USA,2015-09,100.4183
USA,2015-10,100.4488
USA,2015-11,100.5706
USA,2015-12,100.6721
USA,2016-01,100.6857
USA,2016-02,100.6467
USA,2016-03,100.6051
USA,2016-04,100.6281
USA,2016-05,100.756
USA,2016-06,100.733
USA,2016-07,100.5797
USA,2016-08,100.4689
USA,2016-09,100.4489
USA,2016-10,100.5293
USA,2016-11,100.8734
USA,2016-12,101.226
USA,2017-01,101.3809
USA,2017-02,101.368
USA,2017-03,101.3361
USA,2017-04,101.2947
USA,2017-05,101.2203
USA,2017-06,101.1097
USA,2017-07,101.0669
USA,2017-08,101.1676
USA,2017-09,101.2939
USA,2017-10,101.4502
USA,2017-11,101.4293
USA,2017-12,101.343
USA,2018-01,101.3736
USA,2018-02,101.5402
USA,2018-03,101.6436
USA,2018-04,101.5916
USA,2018-05,101.5038
USA,2018-06,101.4445
USA,2018-07,101.4123
USA,2018-08,101.4238
USA,2018-09,101.509
USA,2018-10,101.4908
USA,2018-11,101.3792
USA,2018-12,101.2052
USA,2019-01,100.9968
USA,2019-02,101.0521
USA,2019-03,101.2746
USA,2019-04,101.4376
USA,2019-05,101.5273
USA,2019-06,101.4316
USA,2019-07,101.1951
USA,2019-08,100.893
USA,2019-09,100.893
USA,2019-10,101.0999
USA,2019-11,101.374
USA,2019-12,101.6063
USA,2020-01,101.6047
USA,2020-02,101.1681
USA,2020-03,100.1502
USA,2020-04,99.04313
USA,2020-05,98.53316
USA,2020-06,98.48238
USA,2020-07,98.50002
USA,2020-08,98.70583
USA,2020-09,99.02446
USA,2020-10,99.17614
USA,2020-11,99.13219
USA,2020-12,99.13531
USA,2021-01,99.14153
USA,2021-02,99.28388
USA,2021-03,99.65746
USA,2021-04,99.90664
USA,2021-05,99.84676
USA,2021-06,99.63269
USA,2021-07,99.15526
USA,2021-08,98.57474
USA,2021-09,98.26997
USA,2021-10,98.07962
USA,2021-11,97.91412
USA,2021-12,97.81084
USA,2022-01,97.57133
USA,2022-02,97.25768
USA,2022-03,97.01434
USA,2022-04,96.84113
USA,2022-05,96.41887
USA,2022-06,95.99519
USA,2022-07,95.97128
USA,2022-08,96.29353
USA,2022-09,96.66169