"","t","DS","NS","PS3","PS4","PS5","PSP","PSV","ThreeDS","Wii","WiiU","x360","XOne","XS"
"1",2004-11-27,546507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2004-12-04,651898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2004-12-11,379673,NA,NA,NA,NA,163812,NA,NA,NA,NA,NA,NA,NA
"4",2004-12-18,441085,NA,NA,NA,NA,83598,NA,NA,NA,NA,NA,NA,NA
"5",2004-12-25,575947,NA,NA,NA,NA,98771,NA,NA,NA,NA,NA,NA,NA
"6",2005-01-01,262277,NA,NA,NA,NA,122707,NA,NA,NA,NA,NA,NA,NA
"7",2005-01-08,170751,NA,NA,NA,NA,58981,NA,NA,NA,NA,NA,NA,NA
"8",2005-01-15,96385,NA,NA,NA,NA,61279,NA,NA,NA,NA,NA,NA,NA
"9",2005-01-22,81003,NA,NA,NA,NA,66884,NA,NA,NA,NA,NA,NA,NA
"10",2005-01-29,78819,NA,NA,NA,NA,73145,NA,NA,NA,NA,NA,NA,NA
"11",2005-02-05,70305,NA,NA,NA,NA,50569,NA,NA,NA,NA,NA,NA,NA
"12",2005-02-12,65608,NA,NA,NA,NA,49540,NA,NA,NA,NA,NA,NA,NA
"13",2005-02-19,60066,NA,NA,NA,NA,40384,NA,NA,NA,NA,NA,NA,NA
"14",2005-02-26,94610,NA,NA,NA,NA,45589,NA,NA,NA,NA,NA,NA,NA
"15",2005-03-05,73119,NA,NA,NA,NA,51565,NA,NA,NA,NA,NA,NA,NA
"16",2005-03-12,370742,NA,NA,NA,NA,48704,NA,NA,NA,NA,NA,NA,NA
"17",2005-03-19,183505,NA,NA,NA,NA,44724,NA,NA,NA,NA,NA,NA,NA
"18",2005-03-26,164406,NA,NA,NA,NA,516995,NA,NA,NA,NA,NA,NA,NA
"19",2005-04-02,128134,NA,NA,NA,NA,234438,NA,NA,NA,NA,NA,NA,NA
"20",2005-04-09,101832,NA,NA,NA,NA,160465,NA,NA,NA,NA,NA,NA,NA
"21",2005-04-16,85078,NA,NA,NA,NA,141813,NA,NA,NA,NA,NA,NA,NA
"22",2005-04-23,141830,NA,NA,NA,NA,131521,NA,NA,NA,NA,NA,NA,NA
"23",2005-04-30,120069,NA,NA,NA,NA,133091,NA,NA,NA,NA,NA,NA,NA
"24",2005-05-07,115641,NA,NA,NA,NA,145769,NA,NA,NA,NA,NA,NA,NA
"25",2005-05-14,81694,NA,NA,NA,NA,99614,NA,NA,NA,NA,NA,NA,NA
"26",2005-05-21,80266,NA,NA,NA,NA,92261,NA,NA,NA,NA,NA,NA,NA
"27",2005-05-28,106368,NA,NA,NA,NA,97702,NA,NA,NA,NA,NA,NA,NA
"28",2005-06-04,97747,NA,NA,NA,NA,98832,NA,NA,NA,NA,NA,NA,NA
"29",2005-06-11,93958,NA,NA,NA,NA,101252,NA,NA,NA,NA,NA,NA,NA
"30",2005-06-18,96805,NA,NA,NA,NA,99461,NA,NA,NA,NA,NA,NA,NA
"31",2005-06-25,106839,NA,NA,NA,NA,99394,NA,NA,NA,NA,NA,NA,NA
"32",2005-07-02,100911,NA,NA,NA,NA,94898,NA,NA,NA,NA,NA,NA,NA
"33",2005-07-09,99729,NA,NA,NA,NA,88085,NA,NA,NA,NA,NA,NA,NA
"34",2005-07-16,92564,NA,NA,NA,NA,83172,NA,NA,NA,NA,NA,NA,NA
"35",2005-07-23,94393,NA,NA,NA,NA,77459,NA,NA,NA,NA,NA,NA,NA
"36",2005-07-30,94440,NA,NA,NA,NA,78245,NA,NA,NA,NA,NA,NA,NA
"37",2005-08-06,97689,NA,NA,NA,NA,74488,NA,NA,NA,NA,NA,NA,NA
"38",2005-08-13,152621,NA,NA,NA,NA,76899,NA,NA,NA,NA,NA,NA,NA
"39",2005-08-20,129542,NA,NA,NA,NA,72171,NA,NA,NA,NA,NA,NA,NA
"40",2005-08-27,112951,NA,NA,NA,NA,66634,NA,NA,NA,NA,NA,NA,NA
"41",2005-09-03,110162,NA,NA,NA,NA,685965,NA,NA,NA,NA,NA,NA,NA
"42",2005-09-10,108499,NA,NA,NA,NA,235414,NA,NA,NA,NA,NA,NA,NA
"43",2005-09-17,131157,NA,NA,NA,NA,211327,NA,NA,NA,NA,NA,NA,NA
"44",2005-09-24,131209,NA,NA,NA,NA,161128,NA,NA,NA,NA,NA,NA,NA
"45",2005-10-01,103624,NA,NA,NA,NA,142594,NA,NA,NA,NA,NA,NA,NA
"46",2005-10-08,136755,NA,NA,NA,NA,154308,NA,NA,NA,NA,NA,NA,NA
"47",2005-10-15,160060,NA,NA,NA,NA,138824,NA,NA,NA,NA,NA,NA,NA
"48",2005-10-22,160072,NA,NA,NA,NA,117996,NA,NA,NA,NA,NA,NA,NA
"49",2005-10-29,188851,NA,NA,NA,NA,136799,NA,NA,NA,NA,NA,NA,NA
"50",2005-11-05,221679,NA,NA,NA,NA,154531,NA,NA,NA,NA,NA,NA,NA
"51",2005-11-12,255538,NA,NA,NA,NA,160188,NA,NA,NA,NA,NA,NA,NA
"52",2005-11-19,311556,NA,NA,NA,NA,296012,NA,NA,NA,NA,NA,NA,NA
"53",2005-11-26,572867,NA,NA,NA,NA,418430,NA,NA,NA,NA,350847,NA,NA
"54",2005-12-03,628820,NA,NA,NA,NA,522102,NA,NA,NA,NA,94406,NA,NA
"55",2005-12-10,891443,NA,NA,NA,NA,608491,NA,NA,NA,NA,337335,NA,NA
"56",2005-12-17,1043751,NA,NA,NA,NA,718088,NA,NA,NA,NA,165880,NA,NA
"57",2005-12-24,1292919,NA,NA,NA,NA,872252,NA,NA,NA,NA,134426,NA,NA
"58",2005-12-31,673413,NA,NA,NA,NA,422874,NA,NA,NA,NA,96010,NA,NA
"59",2006-01-07,259869,NA,NA,NA,NA,283716,NA,NA,NA,NA,117498,NA,NA
"60",2006-01-14,169331,NA,NA,NA,NA,188128,NA,NA,NA,NA,146722,NA,NA
"61",2006-01-21,170784,NA,NA,NA,NA,170010,NA,NA,NA,NA,144610,NA,NA
"62",2006-01-28,223845,NA,NA,NA,NA,160608,NA,NA,NA,NA,110104,NA,NA
"63",2006-02-04,131706,NA,NA,NA,NA,154084,NA,NA,NA,NA,96089,NA,NA
"64",2006-02-11,116581,NA,NA,NA,NA,159321,NA,NA,NA,NA,80706,NA,NA
"65",2006-02-18,154754,NA,NA,NA,NA,159325,NA,NA,NA,NA,73573,NA,NA
"66",2006-02-25,143213,NA,NA,NA,NA,161538,NA,NA,NA,NA,80954,NA,NA
"67",2006-03-04,220296,NA,NA,NA,NA,161807,NA,NA,NA,NA,73717,NA,NA
"68",2006-03-11,240799,NA,NA,NA,NA,152556,NA,NA,NA,NA,61540,NA,NA
"69",2006-03-18,239303,NA,NA,NA,NA,142628,NA,NA,NA,NA,66632,NA,NA
"70",2006-03-25,267783,NA,NA,NA,NA,150125,NA,NA,NA,NA,103677,NA,NA
"71",2006-04-01,328200,NA,NA,NA,NA,160744,NA,NA,NA,NA,92084,NA,NA
"72",2006-04-08,322055,NA,NA,NA,NA,163872,NA,NA,NA,NA,103992,NA,NA
"73",2006-04-15,309306,NA,NA,NA,NA,167674,NA,NA,NA,NA,130558,NA,NA
"74",2006-04-22,304099,NA,NA,NA,NA,174180,NA,NA,NA,NA,136526,NA,NA
"75",2006-04-29,389259,NA,NA,NA,NA,179187,NA,NA,NA,NA,112013,NA,NA
"76",2006-05-06,288612,NA,NA,NA,NA,174277,NA,NA,NA,NA,104622,NA,NA
"77",2006-05-13,211198,NA,NA,NA,NA,161408,NA,NA,NA,NA,98419,NA,NA
"78",2006-05-20,275132,NA,NA,NA,NA,154642,NA,NA,NA,NA,93261,NA,NA
"79",2006-05-27,394476,NA,NA,NA,NA,152003,NA,NA,NA,NA,90169,NA,NA
"80",2006-06-03,246012,NA,NA,NA,NA,142854,NA,NA,NA,NA,85427,NA,NA
"81",2006-06-10,403346,NA,NA,NA,NA,138297,NA,NA,NA,NA,81449,NA,NA
"82",2006-06-17,399884,NA,NA,NA,NA,139576,NA,NA,NA,NA,80279,NA,NA
"83",2006-06-24,448493,NA,NA,NA,NA,138598,NA,NA,NA,NA,78712,NA,NA
"84",2006-07-01,423799,NA,NA,NA,NA,137724,NA,NA,NA,NA,79243,NA,NA
"85",2006-07-08,383838,NA,NA,NA,NA,135588,NA,NA,NA,NA,77112,NA,NA
"86",2006-07-15,370439,NA,NA,NA,NA,138508,NA,NA,NA,NA,75521,NA,NA
"87",2006-07-22,493637,NA,NA,NA,NA,139100,NA,NA,NA,NA,75259,NA,NA
"88",2006-07-29,399656,NA,NA,NA,NA,136225,NA,NA,NA,NA,75784,NA,NA
"89",2006-08-05,385120,NA,NA,NA,NA,133151,NA,NA,NA,NA,74875,NA,NA
"90",2006-08-12,381086,NA,NA,NA,NA,129817,NA,NA,NA,NA,70577,NA,NA
"91",2006-08-19,266551,NA,NA,NA,NA,126444,NA,NA,NA,NA,73171,NA,NA
"92",2006-08-26,376793,NA,NA,NA,NA,113115,NA,NA,NA,NA,80197,NA,NA
"93",2006-09-02,429117,NA,NA,NA,NA,109896,NA,NA,NA,NA,84931,NA,NA
"94",2006-09-09,342342,NA,NA,NA,NA,104266,NA,NA,NA,NA,90363,NA,NA
"95",2006-09-16,331206,NA,NA,NA,NA,101450,NA,NA,NA,NA,90906,NA,NA
"96",2006-09-23,326775,NA,NA,NA,NA,96160,NA,NA,NA,NA,91832,NA,NA
"97",2006-09-30,454989,NA,NA,NA,NA,100053,NA,NA,NA,NA,89594,NA,NA
"98",2006-10-07,291454,NA,NA,NA,NA,90666,NA,NA,NA,NA,87898,NA,NA
"99",2006-10-14,273794,NA,NA,NA,NA,86267,NA,NA,NA,NA,78070,NA,NA
"100",2006-10-21,298618,NA,NA,NA,NA,92557,NA,NA,NA,NA,80656,NA,NA
"101",2006-10-28,377011,NA,NA,NA,NA,122558,NA,NA,NA,NA,96489,NA,NA
"102",2006-11-04,367563,NA,NA,NA,NA,147973,NA,NA,NA,NA,124686,NA,NA
"103",2006-11-11,440805,NA,86742,NA,NA,167872,NA,NA,NA,NA,169592,NA,NA
"104",2006-11-18,485990,NA,205065,NA,NA,188724,NA,NA,NA,NA,193246,NA,NA
"105",2006-11-25,903597,NA,103130,NA,NA,352884,NA,NA,529658,NA,361561,NA,NA
"106",2006-12-02,824478,NA,129750,NA,NA,343584,NA,NA,537879,NA,321180,NA,NA
"107",2006-12-09,1172410,NA,162737,NA,NA,464354,NA,NA,588973,NA,445925,NA,NA
"108",2006-12-16,1306033,NA,200001,NA,NA,586607,NA,NA,414732,NA,499712,NA,NA
"109",2006-12-23,1468740,NA,190595,NA,NA,766646,NA,NA,597968,NA,568243,NA,NA
"110",2006-12-30,519608,NA,174020,NA,NA,285237,NA,NA,285571,NA,206595,NA,NA
"111",2007-01-06,555006,NA,136611,NA,NA,268418,NA,NA,304147,NA,147791,NA,NA
"112",2007-01-13,238150,NA,89482,NA,NA,181400,NA,NA,251498,NA,123339,NA,NA
"113",2007-01-20,306102,NA,79783,NA,NA,168356,NA,NA,245435,NA,116408,NA,NA
"114",2007-01-27,380526,NA,74220,NA,NA,162208,NA,NA,251288,NA,113079,NA,NA
"115",2007-02-03,404779,NA,70671,NA,NA,155644,NA,NA,231018,NA,110203,NA,NA
"116",2007-02-10,463431,NA,66849,NA,NA,151153,NA,NA,220974,NA,110397,NA,NA
"117",2007-02-17,472670,NA,53197,NA,NA,151251,NA,NA,216779,NA,117490,NA,NA
"118",2007-02-24,500014,NA,49869,NA,NA,210149,NA,NA,232912,NA,108032,NA,NA
"119",2007-03-03,451903,NA,80401,NA,NA,175399,NA,NA,200263,NA,95357,NA,NA
"120",2007-03-10,433484,NA,79434,NA,NA,163712,NA,NA,181394,NA,87609,NA,NA
"121",2007-03-17,417579,NA,58436,NA,NA,150424,NA,NA,193202,NA,87499,NA,NA
"122",2007-03-24,444947,NA,603976,NA,NA,141159,NA,NA,199293,NA,88857,NA,NA
"123",2007-03-31,346825,NA,162406,NA,NA,137964,NA,NA,155072,NA,81002,NA,NA
"124",2007-04-07,388276,NA,118003,NA,NA,149509,NA,NA,187192,NA,73205,NA,NA
"125",2007-04-14,389531,NA,96957,NA,NA,158519,NA,NA,207491,NA,73263,NA,NA
"126",2007-04-21,454659,NA,83133,NA,NA,155114,NA,NA,235090,NA,71058,NA,NA
"127",2007-04-28,573385,NA,78345,NA,NA,163685,NA,NA,298457,NA,93675,NA,NA
"128",2007-05-05,578774,NA,80550,NA,NA,227438,NA,NA,290624,NA,92221,NA,NA
"129",2007-05-12,474975,NA,70401,NA,NA,228145,NA,NA,243583,NA,85444,NA,NA
"130",2007-05-19,417242,NA,65132,NA,NA,208978,NA,NA,229274,NA,75869,NA,NA
"131",2007-05-26,419227,NA,64512,NA,NA,197739,NA,NA,240454,NA,65408,NA,NA
"132",2007-06-02,407386,NA,63274,NA,NA,194539,NA,NA,247558,NA,66479,NA,NA
"133",2007-06-09,408432,NA,59292,NA,NA,189454,NA,NA,248737,NA,81653,NA,NA
"134",2007-06-16,427860,NA,60022,NA,NA,188254,NA,NA,255160,NA,85123,NA,NA
"135",2007-06-23,464972,NA,58304,NA,NA,185788,NA,NA,245596,NA,76768,NA,NA
"136",2007-06-30,468490,NA,60913,NA,NA,195927,NA,NA,278478,NA,80424,NA,NA
"137",2007-07-07,452238,NA,63505,NA,NA,183447,NA,NA,255828,NA,69856,NA,NA
"138",2007-07-14,461676,NA,96644,NA,NA,179589,NA,NA,300138,NA,66672,NA,NA
"139",2007-07-21,489038,NA,90710,NA,NA,178753,NA,NA,285052,NA,63263,NA,NA
"140",2007-07-28,527718,NA,116894,NA,NA,172989,NA,NA,282661,NA,67251,NA,NA
"141",2007-08-04,487825,NA,107626,NA,NA,163166,NA,NA,261119,NA,66313,NA,NA
"142",2007-08-11,484906,NA,99663,NA,NA,151222,NA,NA,271701,NA,99271,NA,NA
"143",2007-08-18,490609,NA,102078,NA,NA,146355,NA,NA,289080,NA,108782,NA,NA
"144",2007-08-25,430563,NA,92527,NA,NA,129468,NA,NA,261021,NA,138306,NA,NA
"145",2007-09-01,411022,NA,100194,NA,NA,120530,NA,NA,284328,NA,147296,NA,NA
"146",2007-09-08,393880,NA,99852,NA,NA,119771,NA,NA,254393,NA,135263,NA,NA
"147",2007-09-15,402974,NA,77846,NA,NA,329180,NA,NA,215417,NA,146262,NA,NA
"148",2007-09-22,382917,NA,73382,NA,NA,509170,NA,NA,213437,NA,164012,NA,NA
"149",2007-09-29,411971,NA,86273,NA,NA,350051,NA,NA,206707,NA,231539,NA,NA
"150",2007-10-06,409502,NA,84503,NA,NA,302480,NA,NA,192403,NA,213451,NA,NA
"151",2007-10-13,382148,NA,157901,NA,NA,254440,NA,NA,238458,NA,200681,NA,NA
"152",2007-10-20,423060,NA,160822,NA,NA,251277,NA,NA,301238,NA,178907,NA,NA
"153",2007-10-27,404558,NA,166324,NA,NA,242047,NA,NA,320955,NA,173823,NA,NA
"154",2007-11-03,425464,NA,164681,NA,NA,238942,NA,NA,296372,NA,196588,NA,NA
"155",2007-11-10,517647,NA,236409,NA,NA,253744,NA,NA,282996,NA,196490,NA,NA
"156",2007-11-17,661003,NA,257304,NA,NA,279499,NA,NA,460651,NA,228061,NA,NA
"157",2007-11-24,1346850,NA,380441,NA,NA,446202,NA,NA,673069,NA,414403,NA,NA
"158",2007-12-01,1295897,NA,400190,NA,NA,435940,NA,NA,699757,NA,325839,NA,NA
"159",2007-12-08,1463475,NA,483939,NA,NA,557836,NA,NA,728498,NA,428934,NA,NA
"160",2007-12-15,1716751,NA,585839,NA,NA,733620,NA,NA,686612,NA,514063,NA,NA
"161",2007-12-22,2011149,NA,657716,NA,NA,841113,NA,NA,1462609,NA,591424,NA,NA
"162",2007-12-29,1052437,NA,417445,NA,NA,583140,NA,NA,737820,NA,332756,NA,NA
"163",2008-01-05,580650,NA,266879,NA,NA,486314,NA,NA,386299,NA,205025,NA,NA
"164",2008-01-12,314541,NA,178821,NA,NA,268075,NA,NA,206753,NA,143001,NA,NA
"165",2008-01-19,363571,NA,166017,NA,NA,241800,NA,NA,268265,NA,109401,NA,NA
"166",2008-01-26,324491,NA,170787,NA,NA,229377,NA,NA,315755,NA,110930,NA,NA
"167",2008-02-02,335759,NA,180693,NA,NA,225092,NA,NA,297369,NA,106574,NA,NA
"168",2008-02-09,411308,NA,168537,NA,NA,228264,NA,NA,366579,NA,123216,NA,NA
"169",2008-02-16,465303,NA,159769,NA,NA,207771,NA,NA,226011,NA,117234,NA,NA
"170",2008-02-23,354709,NA,167193,NA,NA,205843,NA,NA,256997,NA,120866,NA,NA
"171",2008-03-01,409352,NA,177325,NA,NA,251096,NA,NA,364846,NA,130271,NA,NA
"172",2008-03-08,316074,NA,151858,NA,NA,223147,NA,NA,236802,NA,110067,NA,NA
"173",2008-03-15,373703,NA,140768,NA,NA,215152,NA,NA,323737,NA,117055,NA,NA
"174",2008-03-22,419122,NA,175009,NA,NA,228081,NA,NA,428612,NA,156699,NA,NA
"175",2008-03-29,391377,NA,184400,NA,NA,326411,NA,NA,273818,NA,134974,NA,NA
"176",2008-04-05,419797,NA,169287,NA,NA,296701,NA,NA,372796,NA,112495,NA,NA
"177",2008-04-12,370609,NA,139234,NA,NA,255585,NA,NA,301517,NA,99793,NA,NA
"178",2008-04-19,401243,NA,137184,NA,NA,226010,NA,NA,394830,NA,101099,NA,NA
"179",2008-04-26,373825,NA,133374,NA,NA,231085,NA,NA,315236,NA,112928,NA,NA
"180",2008-05-03,368459,NA,239942,NA,NA,241166,NA,NA,645420,NA,206924,NA,NA
"181",2008-05-10,373925,NA,158892,NA,NA,211167,NA,NA,375147,NA,139394,NA,NA
"182",2008-05-17,329218,NA,135416,NA,NA,189813,NA,NA,301260,NA,122772,NA,NA
"183",2008-05-24,340517,NA,127085,NA,NA,184151,NA,NA,558375,NA,120363,NA,NA
"184",2008-05-31,343438,NA,126396,NA,NA,199213,NA,NA,376143,NA,123405,NA,NA
"185",2008-06-07,371024,NA,129132,NA,NA,206875,NA,NA,333863,NA,108187,NA,NA
"186",2008-06-14,445348,NA,309807,NA,NA,217418,NA,NA,298361,NA,100954,NA,NA
"187",2008-06-21,419491,NA,172197,NA,NA,224933,NA,NA,341348,NA,99571,NA,NA
"188",2008-06-28,493624,NA,155048,NA,NA,228146,NA,NA,490942,NA,114879,NA,NA
"189",2008-07-05,487699,NA,146307,NA,NA,230965,NA,NA,347385,NA,108242,NA,NA
"190",2008-07-12,505848,NA,151246,NA,NA,236261,NA,NA,345987,NA,104206,NA,NA
"191",2008-07-19,482667,NA,133476,NA,NA,255796,NA,NA,348696,NA,142302,NA,NA
"192",2008-07-26,473276,NA,91448,NA,NA,245952,NA,NA,350371,NA,125083,NA,NA
"193",2008-08-02,502786,NA,101586,NA,NA,224690,NA,NA,299826,NA,122707,NA,NA
"194",2008-08-09,444404,NA,109614,NA,NA,217604,NA,NA,294107,NA,131494,NA,NA
"195",2008-08-16,426925,NA,112203,NA,NA,242941,NA,NA,280570,NA,112790,NA,NA
"196",2008-08-23,364425,NA,155467,NA,NA,210002,NA,NA,317337,NA,108840,NA,NA
"197",2008-08-30,409634,NA,167985,NA,NA,183331,NA,NA,303305,NA,110006,NA,NA
"198",2008-09-06,395367,NA,143462,NA,NA,164560,NA,NA,312737,NA,150899,NA,NA
"199",2008-09-13,379013,NA,133147,NA,NA,144388,NA,NA,321666,NA,172465,NA,NA
"200",2008-09-20,354678,NA,116500,NA,NA,139094,NA,NA,247633,NA,145599,NA,NA
"201",2008-09-27,361354,NA,125776,NA,NA,135363,NA,NA,288745,NA,168730,NA,NA
"202",2008-10-04,348377,NA,152660,NA,NA,141670,NA,NA,277849,NA,188503,NA,NA
"203",2008-10-11,356951,NA,155055,NA,NA,140869,NA,NA,336228,NA,190346,NA,NA
"204",2008-10-18,360467,NA,146470,NA,NA,311893,NA,NA,383232,NA,190521,NA,NA
"205",2008-10-25,378711,NA,151933,NA,NA,201223,NA,NA,405706,NA,212250,NA,NA
"206",2008-11-01,626768,NA,220330,NA,NA,188781,NA,NA,478255,NA,232148,NA,NA
"207",2008-11-08,639601,NA,230713,NA,NA,200662,NA,NA,551259,NA,287932,NA,NA
"208",2008-11-15,738810,NA,241523,NA,NA,216455,NA,NA,688852,NA,332342,NA,NA
"209",2008-11-22,905456,NA,263705,NA,NA,273756,NA,NA,823303,NA,414078,NA,NA
"210",2008-11-29,1599505,NA,450702,NA,NA,500600,NA,NA,1353723,NA,761050,NA,NA
"211",2008-12-06,1389660,NA,426473,NA,NA,480914,NA,NA,1034720,NA,623747,NA,NA
"212",2008-12-13,1664967,NA,509352,NA,NA,566750,NA,NA,1285361,NA,717312,NA,NA
"213",2008-12-20,2059316,NA,589151,NA,NA,788604,NA,NA,1592000,NA,909631,NA,NA
"214",2008-12-27,1739821,NA,538739,NA,NA,661743,NA,NA,1152747,NA,771743,NA,NA
"215",2009-01-03,769476,NA,327280,NA,NA,494850,NA,NA,608377,NA,374065,NA,NA
"216",2009-01-10,424458,NA,214050,NA,NA,265907,NA,NA,359730,NA,220182,NA,NA
"217",2009-01-17,344586,NA,153310,NA,NA,187818,NA,NA,327521,NA,173251,NA,NA
"218",2009-01-24,378788,NA,148771,NA,NA,168232,NA,NA,430295,NA,161551,NA,NA
"219",2009-01-31,453495,NA,159193,NA,NA,196400,NA,NA,455471,NA,196257,NA,NA
"220",2009-02-07,353704,NA,138999,NA,NA,168220,NA,NA,366287,NA,173398,NA,NA
"221",2009-02-14,356255,NA,129911,NA,NA,157279,NA,NA,330060,NA,166950,NA,NA
"222",2009-02-21,338515,NA,141438,NA,NA,151621,NA,NA,370535,NA,202053,NA,NA
"223",2009-02-28,303641,NA,190785,NA,NA,157718,NA,NA,309691,NA,175357,NA,NA
"224",2009-03-07,292914,NA,175977,NA,NA,181573,NA,NA,281482,NA,165988,NA,NA
"225",2009-03-14,292920,NA,170316,NA,NA,157466,NA,NA,298662,NA,180914,NA,NA
"226",2009-03-21,354959,NA,142887,NA,NA,184212,NA,NA,267394,NA,143447,NA,NA
"227",2009-03-28,359836,NA,140279,NA,NA,171061,NA,NA,241798,NA,144753,NA,NA
"228",2009-04-04,631957,NA,127221,NA,NA,165132,NA,NA,223443,NA,136455,NA,NA
"229",2009-04-11,886655,NA,115174,NA,NA,147517,NA,NA,236793,NA,135310,NA,NA
"230",2009-04-18,541879,NA,156728,NA,NA,142432,NA,NA,218943,NA,119659,NA,NA
"231",2009-04-25,410493,NA,110526,NA,NA,137344,NA,NA,199402,NA,104873,NA,NA
"232",2009-05-02,430518,NA,112203,NA,NA,148085,NA,NA,214851,NA,106871,NA,NA
"233",2009-05-09,409826,NA,105282,NA,NA,141658,NA,NA,209195,NA,98217,NA,NA
"234",2009-05-16,352892,NA,99593,NA,NA,120838,NA,NA,174100,NA,97762,NA,NA
"235",2009-05-23,352695,NA,98827,NA,NA,117278,NA,NA,199699,NA,104541,NA,NA
"236",2009-05-30,388930,NA,111949,NA,NA,122754,NA,NA,200719,NA,102744,NA,NA
"237",2009-06-06,362617,NA,104433,NA,NA,118325,NA,NA,179210,NA,107848,NA,NA
"238",2009-06-13,361088,NA,109307,NA,NA,122944,NA,NA,183688,NA,112453,NA,NA
"239",2009-06-20,382751,NA,108936,NA,NA,124764,NA,NA,181225,NA,110745,NA,NA
"240",2009-06-27,394046,NA,109537,NA,NA,139587,NA,NA,188283,NA,109922,NA,NA
"241",2009-07-04,405341,NA,111768,NA,NA,156095,NA,NA,182362,NA,108081,NA,NA
"242",2009-07-11,495351,NA,109399,NA,NA,146636,NA,NA,175270,NA,106745,NA,NA
"243",2009-07-18,447211,NA,108911,NA,NA,138848,NA,NA,171161,NA,105527,NA,NA
"244",2009-07-25,398871,NA,104199,NA,NA,140754,NA,NA,195023,NA,103111,NA,NA
"245",2009-08-01,398912,NA,108037,NA,NA,141222,NA,NA,295584,NA,105836,NA,NA
"246",2009-08-08,378743,NA,100220,NA,NA,137271,NA,NA,222046,NA,102725,NA,NA
"247",2009-08-15,373096,NA,104300,NA,NA,135893,NA,NA,213480,NA,114246,NA,NA
"248",2009-08-22,348669,NA,96058,NA,NA,117889,NA,NA,177941,NA,107455,NA,NA
"249",2009-08-29,331402,NA,167811,NA,NA,141690,NA,NA,170352,NA,128989,NA,NA
